,activity_start,activity_end,duration_in_minutes
9,2013-12-27 17:44:16,2013-12-27 17:47:36,3.3333333333333335
37,2015-01-18 14:22:56,2015-01-18 14:26:32,3.6
32,2015-01-17 05:30:56,2015-01-17 05:34:32,3.6
46,2015-02-20 14:16:32,2015-02-20 14:20:08,3.6
2,2013-12-25 18:34:16,2013-12-25 18:38:00,3.7333333333333334
48,2015-06-30 02:45:52,2015-06-30 02:49:36,3.7333333333333334
52,2015-07-04 23:28:24,2015-07-04 23:32:16,3.8666666666666667
3,2013-12-26 01:18:48,2013-12-26 01:22:40,3.8666666666666667
28,2015-01-14 07:52:56,2015-01-14 07:56:48,3.8666666666666667
43,2015-02-09 23:00:56,2015-02-09 23:04:56,4.0
35,2015-01-17 10:13:36,2015-01-17 10:17:36,4.0
5,2013-12-26 06:20:16,2013-12-26 06:24:24,4.133333333333334
7,2013-12-26 09:34:16,2013-12-26 09:38:24,4.133333333333334
13,2013-12-29 03:15:28,2013-12-29 03:19:52,4.4
39,2015-01-29 13:51:20,2015-01-29 13:56:00,4.666666666666667
54,2015-07-05 04:42:40,2015-07-05 04:47:28,4.8
12,2013-12-29 02:49:04,2013-12-29 02:54:08,5.066666666666666
22,2014-09-02 17:51:04,2014-09-02 17:56:16,5.2
33,2015-01-17 08:33:52,2015-01-17 08:39:28,5.6
30,2015-01-17 01:42:00,2015-01-17 01:47:44,5.733333333333333
26,2015-01-14 04:53:36,2015-01-14 04:59:28,5.866666666666666
34,2015-01-17 09:57:04,2015-01-17 10:03:20,6.266666666666667
24,2014-11-26 09:10:16,2014-11-26 09:16:32,6.266666666666667
18,2014-02-02 19:28:16,2014-02-02 19:36:00,7.733333333333333
15,2013-12-29 09:43:28,2013-12-29 09:51:52,8.4
16,2013-12-31 10:27:36,2013-12-31 10:36:56,9.333333333333334
31,2015-01-17 04:06:40,2015-01-17 04:16:08,9.466666666666667
50,2015-07-04 04:26:32,2015-07-04 04:37:36,11.066666666666666
25,2015-01-14 04:14:32,2015-01-14 04:25:44,11.2
11,2013-12-29 00:56:00,2013-12-29 01:07:36,11.6
14,2013-12-29 03:49:12,2013-12-29 04:01:12,12.0
10,2013-12-28 13:59:20,2013-12-28 14:12:24,13.066666666666666
51,2015-07-04 07:39:04,2015-07-04 07:52:56,13.866666666666667
19,2014-02-02 20:07:20,2014-02-02 20:26:56,19.6
4,2013-12-26 03:05:36,2013-12-26 03:26:40,21.066666666666666
6,2013-12-26 08:14:00,2013-12-26 08:36:40,22.666666666666668
49,2015-07-02 14:26:40,2015-07-02 14:58:00,31.333333333333332
27,2015-01-14 05:24:24,2015-01-14 05:58:32,34.13333333333333
53,2015-07-05 03:38:24,2015-07-05 04:27:44,49.333333333333336
21,2014-05-31 18:10:32,2014-05-31 19:03:28,52.93333333333333
20,2014-04-20 18:03:04,2014-04-20 19:18:56,75.86666666666666
23,2014-11-06 19:20:40,2014-11-06 20:38:08,77.46666666666667
17,2014-01-12 19:00:00,2014-01-12 20:30:24,90.4
0,2013-12-21 18:27:44,2013-12-21 19:58:24,90.66666666666667
8,2013-12-26 20:45:28,2013-12-26 22:16:24,90.93333333333334
1,2013-12-25 16:28:48,2013-12-25 18:00:16,91.46666666666667
29,2015-01-16 10:27:44,2015-01-16 12:00:16,92.53333333333333
41,2015-02-05 13:02:24,2015-02-05 14:35:36,93.2
45,2015-02-20 11:36:00,2015-02-20 13:09:20,93.33333333333333
44,2015-02-11 18:36:00,2015-02-11 20:09:36,93.6
40,2015-01-30 12:47:28,2015-01-30 14:21:20,93.86666666666666
38,2015-01-29 11:08:48,2015-01-29 12:43:28,94.66666666666667
47,2015-02-25 08:10:56,2015-02-25 09:46:32,95.6
42,2015-02-09 20:58:48,2015-02-09 22:42:24,103.6
36,2015-01-18 12:20:16,2015-01-18 14:05:20,105.06666666666666
