,activity_start,activity_end,duration_in_minutes
363,2014-04-09 11:40:40,2014-04-09 11:43:44,3.066666666666667
639,2014-12-14 03:07:20,2014-12-14 03:10:24,3.066666666666667
472,2014-07-10 10:17:52,2014-07-10 10:21:04,3.2
696,2015-05-19 21:38:56,2015-05-19 21:42:08,3.2
273,2014-02-16 01:03:12,2014-02-16 01:06:32,3.3333333333333335
428,2014-06-22 16:04:24,2014-06-22 16:07:44,3.3333333333333335
22,2013-11-29 19:09:04,2013-11-29 19:12:24,3.3333333333333335
284,2014-02-17 04:13:12,2014-02-17 04:16:32,3.3333333333333335
323,2014-02-24 10:03:12,2014-02-24 10:06:32,3.3333333333333335
325,2014-02-24 12:03:12,2014-02-24 12:06:40,3.466666666666667
151,2014-01-22 10:36:48,2014-01-22 10:40:16,3.466666666666667
592,2014-11-20 03:01:36,2014-11-20 03:05:04,3.466666666666667
14,2013-11-29 11:38:56,2013-11-29 11:42:24,3.466666666666667
38,2013-12-06 20:02:56,2013-12-06 20:06:24,3.466666666666667
487,2014-07-23 10:33:44,2014-07-23 10:37:12,3.466666666666667
213,2014-02-02 20:44:48,2014-02-02 20:48:16,3.466666666666667
614,2014-12-01 14:58:00,2014-12-01 15:01:28,3.466666666666667
483,2014-07-17 10:10:08,2014-07-17 10:13:44,3.6
129,2014-01-16 19:17:04,2014-01-16 19:20:40,3.6
287,2014-02-17 15:58:56,2014-02-17 16:02:32,3.6
515,2014-07-28 12:44:48,2014-07-28 12:48:32,3.7333333333333334
43,2013-12-09 08:02:32,2013-12-09 08:06:16,3.7333333333333334
130,2014-01-16 21:05:04,2014-01-16 21:08:48,3.7333333333333334
623,2014-12-09 16:06:40,2014-12-09 16:10:24,3.7333333333333334
370,2014-04-14 09:55:28,2014-04-14 09:59:12,3.7333333333333334
315,2014-02-21 13:52:08,2014-02-21 13:55:52,3.7333333333333334
746,2015-05-29 05:16:08,2015-05-29 05:19:52,3.7333333333333334
111,2014-01-13 13:51:04,2014-01-13 13:54:48,3.7333333333333334
132,2014-01-16 22:13:36,2014-01-16 22:17:28,3.8666666666666667
95,2014-01-11 13:49:04,2014-01-11 13:53:04,4.0
142,2014-01-22 01:42:40,2014-01-22 01:46:40,4.0
28,2013-11-30 05:37:44,2013-11-30 05:41:44,4.0
150,2014-01-22 08:23:44,2014-01-22 08:27:52,4.133333333333334
542,2014-09-07 15:01:52,2014-09-07 15:06:00,4.133333333333334
208,2014-01-31 23:21:28,2014-01-31 23:25:36,4.133333333333334
400,2014-05-30 15:04:24,2014-05-30 15:08:32,4.133333333333334
90,2014-01-10 20:07:36,2014-01-10 20:11:44,4.133333333333334
108,2014-01-13 08:16:24,2014-01-13 08:20:40,4.266666666666667
479,2014-07-17 08:10:32,2014-07-17 08:14:56,4.4
517,2014-07-28 17:22:24,2014-07-28 17:26:56,4.533333333333333
58,2013-12-14 10:11:28,2013-12-14 10:16:00,4.533333333333333
98,2014-01-11 16:40:40,2014-01-11 16:45:12,4.533333333333333
101,2014-01-13 00:45:04,2014-01-13 00:49:44,4.666666666666667
185,2014-01-28 14:49:52,2014-01-28 14:54:32,4.666666666666667
346,2014-02-28 09:22:56,2014-02-28 09:27:36,4.666666666666667
209,2014-02-01 14:40:56,2014-02-01 14:45:36,4.666666666666667
436,2014-06-23 02:44:00,2014-06-23 02:48:40,4.666666666666667
210,2014-02-01 22:36:16,2014-02-01 22:41:04,4.8
94,2014-01-11 13:27:04,2014-01-11 13:31:52,4.8
476,2014-07-12 09:00:40,2014-07-12 09:05:44,5.066666666666666
588,2014-11-20 00:28:08,2014-11-20 00:33:20,5.2
566,2014-10-14 08:57:04,2014-10-14 09:02:16,5.2
638,2014-12-14 02:15:36,2014-12-14 02:20:48,5.2
253,2014-02-12 09:08:16,2014-02-12 09:13:28,5.2
292,2014-02-18 02:52:16,2014-02-18 02:57:28,5.2
285,2014-02-17 07:15:12,2014-02-17 07:20:32,5.333333333333333
657,2015-01-18 12:43:20,2015-01-18 12:48:40,5.333333333333333
266,2014-02-15 02:11:12,2014-02-15 02:16:32,5.333333333333333
673,2015-03-06 17:23:36,2015-03-06 17:28:56,5.333333333333333
227,2014-02-06 02:58:16,2014-02-06 03:03:36,5.333333333333333
223,2014-02-04 23:04:16,2014-02-04 23:09:36,5.333333333333333
503,2014-07-24 16:15:52,2014-07-24 16:21:12,5.333333333333333
752,2015-05-31 14:21:20,2015-05-31 14:26:40,5.333333333333333
637,2014-12-14 01:54:48,2014-12-14 02:00:16,5.466666666666667
212,2014-02-02 06:32:16,2014-02-02 06:37:44,5.466666666666667
582,2014-10-28 17:56:24,2014-10-28 18:01:52,5.466666666666667
412,2014-06-01 19:07:52,2014-06-01 19:13:20,5.466666666666667
585,2014-11-12 17:02:24,2014-11-12 17:07:52,5.466666666666667
13,2013-11-29 11:10:56,2013-11-29 11:16:24,5.466666666666667
326,2014-02-24 13:20:32,2014-02-24 13:26:08,5.6
488,2014-07-23 10:49:28,2014-07-23 10:55:04,5.6
125,2014-01-16 10:16:48,2014-01-16 10:22:24,5.6
177,2014-01-26 18:25:12,2014-01-26 18:30:48,5.6
450,2014-07-01 09:09:52,2014-07-01 09:15:28,5.6
597,2014-11-20 14:20:24,2014-11-20 14:26:08,5.733333333333333
386,2014-05-16 13:52:32,2014-05-16 13:58:16,5.733333333333333
298,2014-02-19 08:59:28,2014-02-19 09:05:12,5.733333333333333
463,2014-07-10 03:24:08,2014-07-10 03:30:00,5.866666666666666
491,2014-07-23 13:11:04,2014-07-23 13:16:56,5.866666666666666
388,2014-05-16 15:29:12,2014-05-16 15:35:04,5.866666666666666
655,2015-01-18 09:11:12,2015-01-18 09:17:04,5.866666666666666
641,2014-12-14 06:11:20,2014-12-14 06:17:12,5.866666666666666
511,2014-07-28 06:43:36,2014-07-28 06:49:36,6.0
360,2014-04-09 09:56:48,2014-04-09 10:02:48,6.0
193,2014-01-29 09:46:16,2014-01-29 09:52:24,6.133333333333334
3,2013-11-21 17:00:08,2013-11-21 17:06:16,6.133333333333334
123,2014-01-16 08:15:36,2014-01-16 08:21:44,6.133333333333334
611,2014-11-26 17:35:52,2014-11-26 17:42:00,6.133333333333334
175,2014-01-26 14:17:52,2014-01-26 14:24:00,6.133333333333334
543,2014-09-09 15:17:52,2014-09-09 15:24:00,6.133333333333334
56,2013-12-12 11:26:08,2013-12-12 11:32:16,6.133333333333334
251,2014-02-12 01:48:16,2014-02-12 01:54:32,6.266666666666667
163,2014-01-25 11:37:12,2014-01-25 11:43:28,6.266666666666667
245,2014-02-09 21:19:12,2014-02-09 21:25:28,6.266666666666667
221,2014-02-04 07:27:20,2014-02-04 07:33:36,6.266666666666667
143,2014-01-22 02:30:56,2014-01-22 02:37:12,6.266666666666667
226,2014-02-05 22:10:16,2014-02-05 22:16:32,6.266666666666667
399,2014-05-30 14:23:44,2014-05-30 14:30:08,6.4
377,2014-05-03 14:14:00,2014-05-03 14:20:24,6.4
57,2013-12-14 09:51:04,2013-12-14 09:57:28,6.4
23,2013-11-29 19:23:36,2013-11-29 19:30:00,6.4
634,2014-12-11 16:16:32,2014-12-11 16:22:56,6.4
369,2014-04-14 09:31:44,2014-04-14 09:38:08,6.4
