,activity_start,activity_end,duration_in_minutes
100,2015-01-15 01:32:16,2015-01-15 01:35:44,3.466666666666667
81,2014-12-04 01:43:20,2014-12-04 01:47:12,3.8666666666666667
80,2014-11-29 02:49:20,2014-11-29 02:54:48,5.466666666666667
112,2015-03-11 20:33:04,2015-03-11 21:17:44,44.666666666666664
39,2014-08-11 19:45:04,2014-08-11 21:22:00,96.93333333333334
51,2014-09-13 18:51:52,2014-09-13 20:28:56,97.06666666666666
48,2014-09-07 21:36:48,2014-09-07 23:14:08,97.33333333333333
56,2014-09-26 17:55:20,2014-09-26 19:32:40,97.33333333333333
38,2014-08-09 07:18:48,2014-08-09 08:56:24,97.6
43,2014-08-22 18:23:20,2014-08-22 20:00:56,97.6
30,2014-07-16 06:46:32,2014-07-16 08:24:24,97.86666666666666
24,2014-06-22 18:51:04,2014-06-22 20:28:56,97.86666666666666
60,2014-10-07 07:54:48,2014-10-07 09:32:48,98.0
66,2014-10-28 19:26:56,2014-10-28 21:05:04,98.13333333333334
27,2014-07-02 18:34:16,2014-07-02 20:12:24,98.13333333333334
16,2014-06-04 11:58:08,2014-06-04 13:36:16,98.13333333333334
17,2014-06-06 18:57:28,2014-06-06 20:35:44,98.26666666666667
46,2014-09-04 12:14:56,2014-09-04 13:53:12,98.26666666666667
52,2014-09-15 06:44:24,2014-09-15 08:22:40,98.26666666666667
28,2014-07-05 06:56:32,2014-07-05 08:34:56,98.4
26,2014-06-29 18:36:32,2014-06-29 20:15:12,98.66666666666667
47,2014-09-06 07:15:52,2014-09-06 08:54:40,98.8
50,2014-09-12 06:38:48,2014-09-12 08:17:36,98.8
71,2014-11-08 08:29:04,2014-11-08 10:07:52,98.8
44,2014-08-25 07:12:08,2014-08-25 08:50:56,98.8
89,2014-12-26 07:23:20,2014-12-26 09:02:24,99.06666666666666
86,2014-12-20 08:36:16,2014-12-20 10:15:20,99.06666666666666
0,2014-03-22 19:52:48,2014-03-22 21:31:52,99.06666666666666
55,2014-09-23 18:51:04,2014-09-23 20:30:16,99.2
117,2015-03-28 08:14:24,2015-03-28 09:53:52,99.46666666666667
90,2014-12-27 14:12:32,2014-12-27 15:52:08,99.6
70,2014-11-05 19:00:40,2014-11-05 20:40:16,99.6
109,2015-02-08 19:36:08,2015-02-08 21:15:44,99.6
54,2014-09-20 06:58:32,2014-09-20 08:38:08,99.6
114,2015-03-19 08:18:00,2015-03-19 09:57:44,99.73333333333333
130,2015-05-26 07:56:24,2015-05-26 09:36:08,99.73333333333333
93,2015-01-02 20:51:04,2015-01-02 22:30:48,99.73333333333333
94,2015-01-04 19:38:48,2015-01-04 21:18:32,99.73333333333333
111,2015-02-25 19:55:36,2015-02-25 21:35:28,99.86666666666666
5,2014-04-11 06:42:56,2014-04-11 08:22:48,99.86666666666666
8,2014-04-19 19:06:48,2014-04-19 20:46:40,99.86666666666666
83,2014-12-08 07:40:32,2014-12-08 09:20:32,100.0
12,2014-04-30 18:04:32,2014-04-30 19:44:40,100.13333333333334
122,2015-04-21 19:56:00,2015-04-21 21:36:16,100.26666666666667
95,2015-01-06 19:30:32,2015-01-06 21:10:56,100.4
84,2014-12-11 19:27:44,2014-12-11 21:08:16,100.53333333333333
36,2014-08-03 18:32:16,2014-08-03 20:12:56,100.66666666666667
87,2014-12-22 19:48:16,2014-12-22 21:29:12,100.93333333333334
63,2014-10-15 13:45:52,2014-10-15 15:26:48,100.93333333333334
62,2014-10-12 19:37:36,2014-10-12 21:18:40,101.06666666666666
110,2015-02-11 19:27:04,2015-02-11 21:08:16,101.2
42,2014-08-20 06:38:48,2014-08-20 08:20:00,101.2
126,2015-05-04 08:22:00,2015-05-04 10:03:20,101.33333333333333
131,2015-05-28 19:23:52,2015-05-28 21:05:20,101.46666666666667
120,2015-04-15 20:04:16,2015-04-15 21:46:00,101.73333333333333
124,2015-04-27 19:32:32,2015-04-27 21:14:24,101.86666666666666
121,2015-04-18 19:39:52,2015-04-18 21:21:44,101.86666666666666
18,2014-06-08 18:25:12,2014-06-08 20:07:20,102.13333333333334
9,2014-04-22 07:01:20,2014-04-22 08:43:28,102.13333333333334
25,2014-06-26 12:45:12,2014-06-26 14:27:28,102.26666666666667
65,2014-10-20 19:41:52,2014-10-20 21:24:08,102.26666666666667
7,2014-04-16 18:53:36,2014-04-16 20:36:00,102.4
49,2014-09-09 19:46:48,2014-09-09 21:29:28,102.66666666666667
53,2014-09-17 12:39:36,2014-09-17 14:22:16,102.66666666666667
99,2015-01-14 19:54:24,2015-01-14 21:37:12,102.8
102,2015-01-18 19:39:28,2015-01-18 21:22:24,102.93333333333334
57,2014-09-29 06:44:32,2014-09-29 08:27:44,103.2
14,2014-05-29 18:24:32,2014-05-29 20:07:44,103.2
74,2014-11-15 19:37:20,2014-11-15 21:20:40,103.33333333333333
69,2014-11-03 07:49:20,2014-11-03 09:32:48,103.46666666666667
136,2015-06-09 20:00:40,2015-06-09 21:44:24,103.73333333333333
33,2014-07-26 07:17:04,2014-07-26 09:01:12,104.13333333333334
58,2014-10-01 19:38:48,2014-10-01 21:23:04,104.26666666666667
21,2014-06-16 06:42:48,2014-06-16 08:27:12,104.4
101,2015-01-16 19:33:28,2015-01-16 21:17:52,104.4
113,2015-03-17 14:33:12,2015-03-17 16:17:36,104.4
61,2014-10-09 19:25:04,2014-10-09 21:09:28,104.4
116,2015-03-25 20:05:44,2015-03-25 21:50:24,104.66666666666667
105,2015-01-25 19:27:04,2015-01-25 21:11:44,104.66666666666667
2,2014-03-31 18:03:36,2014-03-31 19:48:40,105.06666666666666
73,2014-11-13 07:48:32,2014-11-13 09:33:36,105.06666666666666
6,2014-04-14 05:54:40,2014-04-14 07:39:52,105.2
88,2014-12-24 19:32:16,2014-12-24 21:17:36,105.33333333333333
137,2015-06-21 19:51:12,2015-06-21 21:36:48,105.6
10,2014-04-25 06:42:00,2014-04-25 08:28:16,106.26666666666667
34,2014-07-29 05:42:00,2014-07-29 07:29:12,107.2
134,2015-06-05 13:35:44,2015-06-05 15:23:04,107.33333333333333
127,2015-05-06 19:36:32,2015-05-06 21:23:52,107.33333333333333
59,2014-10-04 19:46:56,2014-10-04 21:34:24,107.46666666666667
32,2014-07-22 06:54:16,2014-07-22 08:42:00,107.73333333333333
135,2015-06-07 07:32:16,2015-06-07 09:20:00,107.73333333333333
115,2015-03-20 19:28:32,2015-03-20 21:16:16,107.73333333333333
40,2014-08-14 17:24:00,2014-08-14 19:11:44,107.73333333333333
92,2015-01-01 08:49:12,2015-01-01 10:37:12,108.0
68,2014-10-31 18:29:44,2014-10-31 20:18:00,108.26666666666667
22,2014-06-18 06:49:52,2014-06-18 08:38:16,108.4
45,2014-08-27 07:13:04,2014-08-27 09:01:44,108.66666666666667
103,2015-01-20 19:21:28,2015-01-20 21:10:08,108.66666666666667
97,2015-01-10 19:22:56,2015-01-10 21:12:16,109.33333333333333
64,2014-10-18 08:27:04,2014-10-18 10:17:04,110.0
37,2014-08-06 06:44:00,2014-08-06 08:34:16,110.26666666666667
123,2015-04-24 19:47:36,2015-04-24 21:37:52,110.26666666666667
78,2014-11-25 07:39:52,2014-11-25 09:30:32,110.66666666666667
91,2014-12-29 19:26:08,2014-12-29 21:16:48,110.66666666666667
13,2014-05-01 06:11:04,2014-05-01 08:02:24,111.33333333333333
132,2015-05-31 19:55:28,2015-05-31 21:47:12,111.73333333333333
128,2015-05-20 19:26:40,2015-05-20 21:18:24,111.73333333333333
125,2015-04-30 19:26:48,2015-04-30 21:18:40,111.86666666666666
67,2014-10-29 12:15:20,2014-10-29 14:07:36,112.26666666666667
11,2014-04-28 06:41:52,2014-04-28 08:34:32,112.66666666666667
41,2014-08-17 18:24:48,2014-08-17 20:17:44,112.93333333333334
3,2014-04-03 19:12:08,2014-04-03 21:05:12,113.06666666666666
77,2014-11-22 19:31:28,2014-11-22 21:24:32,113.06666666666666
20,2014-06-13 18:57:04,2014-06-13 20:50:24,113.33333333333333
72,2014-11-10 19:28:48,2014-11-10 21:22:32,113.73333333333333
29,2014-07-08 06:43:36,2014-07-08 08:37:28,113.86666666666666
23,2014-06-20 06:21:36,2014-06-20 08:16:16,114.66666666666667
133,2015-06-03 07:42:16,2015-06-03 09:37:12,114.93333333333334
76,2014-11-20 07:52:24,2014-11-20 09:50:48,118.4
15,2014-06-01 18:50:48,2014-06-01 20:49:28,118.66666666666667
79,2014-11-27 18:38:40,2014-11-27 20:37:36,118.93333333333334
119,2015-04-12 19:12:56,2015-04-12 21:19:36,126.66666666666667
31,2014-07-19 07:26:16,2014-07-19 09:33:44,127.46666666666667
106,2015-01-31 08:12:32,2015-01-31 10:20:32,128.0
98,2015-01-12 14:18:08,2015-01-12 16:26:56,128.8
