,activity_start,activity_end,duration_in_minutes
284,2014-10-11 11:57:12,2014-10-11 12:00:16,3.066666666666667
158,2014-05-29 11:03:52,2014-05-29 11:06:56,3.066666666666667
32,2013-10-15 09:43:28,2013-10-15 09:46:40,3.2
466,2015-04-07 16:02:48,2015-04-07 16:06:08,3.3333333333333335
395,2015-01-27 02:49:04,2015-01-27 02:52:32,3.466666666666667
173,2014-06-13 12:15:36,2014-06-13 12:19:04,3.466666666666667
49,2014-02-21 13:52:16,2014-02-21 13:55:52,3.6
246,2014-09-07 16:27:20,2014-09-07 16:31:04,3.7333333333333334
416,2015-02-08 10:46:16,2015-02-08 10:50:00,3.7333333333333334
347,2014-12-17 05:46:32,2014-12-17 05:50:32,4.0
346,2014-12-17 05:12:40,2014-12-17 05:16:56,4.266666666666667
86,2014-03-18 21:56:40,2014-03-18 22:02:08,5.466666666666667
83,2014-03-18 20:01:44,2014-03-18 20:07:20,5.6
355,2014-12-24 18:52:48,2014-12-24 18:58:40,5.866666666666666
103,2014-04-03 16:52:16,2014-04-03 16:58:08,5.866666666666666
85,2014-03-18 21:38:16,2014-03-18 21:44:32,6.266666666666667
20,2013-10-07 17:25:44,2013-10-07 17:32:32,6.8
18,2013-10-05 19:15:52,2013-10-05 19:22:56,7.066666666666666
266,2014-09-26 20:03:28,2014-09-26 20:11:12,7.733333333333333
71,2014-03-14 17:54:32,2014-03-14 18:02:24,7.866666666666666
210,2014-07-17 14:40:56,2014-07-17 14:49:52,8.933333333333334
42,2014-02-18 18:20:16,2014-02-18 18:29:44,9.466666666666667
349,2014-12-19 10:37:44,2014-12-19 10:47:12,9.466666666666667
10,2013-09-27 17:54:24,2013-09-27 18:04:56,10.533333333333333
441,2015-03-09 20:11:12,2015-03-09 20:21:52,10.666666666666666
236,2014-08-18 13:52:24,2014-08-18 14:03:04,10.666666666666666
190,2014-07-01 11:56:32,2014-07-01 12:07:20,10.8
396,2015-01-27 03:04:00,2015-01-27 03:14:56,10.933333333333334
213,2014-07-19 19:17:20,2014-07-19 19:28:24,11.066666666666666
43,2014-02-18 18:47:20,2014-02-18 18:59:44,12.4
67,2014-03-11 18:30:08,2014-03-11 18:42:40,12.533333333333333
50,2014-02-21 14:39:20,2014-02-21 14:52:16,12.933333333333334
399,2015-01-28 10:07:44,2015-01-28 10:20:56,13.2
27,2013-10-12 19:18:48,2013-10-12 19:32:56,14.133333333333333
46,2014-02-20 19:14:24,2014-02-20 19:29:36,15.2
41,2014-02-13 19:55:20,2014-02-13 20:11:52,16.533333333333335
273,2014-09-30 20:50:24,2014-09-30 21:10:32,20.133333333333333
62,2014-03-07 22:09:28,2014-03-07 22:30:08,20.666666666666668
434,2015-03-02 17:50:08,2015-03-02 18:11:44,21.6
73,2014-03-15 19:08:48,2014-03-15 19:30:40,21.866666666666667
371,2015-01-06 11:36:56,2015-01-06 11:59:52,22.933333333333334
44,2014-02-19 19:52:16,2014-02-19 20:15:44,23.466666666666665
16,2013-10-05 17:25:12,2013-10-05 17:49:44,24.533333333333335
61,2014-03-07 21:32:08,2014-03-07 21:56:40,24.533333333333335
508,2015-05-21 18:30:40,2015-05-21 18:56:32,25.866666666666667
254,2014-09-17 12:41:52,2014-09-17 13:08:16,26.4
206,2014-07-13 19:12:32,2014-07-13 19:39:28,26.933333333333334
255,2014-09-17 16:21:20,2014-09-17 16:49:12,27.866666666666667
205,2014-07-13 17:11:36,2014-07-13 17:40:00,28.4
196,2014-07-05 13:44:08,2014-07-05 14:12:56,28.8
451,2015-03-18 07:15:36,2015-03-18 07:44:32,28.933333333333334
257,2014-09-19 11:57:52,2014-09-19 12:27:12,29.333333333333332
256,2014-09-18 07:36:48,2014-09-18 08:06:16,29.466666666666665
1,2013-09-18 14:10:56,2013-09-18 14:41:20,30.4
52,2014-02-26 16:17:20,2014-02-26 16:48:40,31.333333333333332
197,2014-07-06 07:29:52,2014-07-06 08:02:00,32.13333333333333
362,2014-12-26 22:00:32,2014-12-26 22:33:04,32.53333333333333
81,2014-03-17 20:04:16,2014-03-17 20:37:36,33.333333333333336
369,2015-01-04 18:07:28,2015-01-04 18:40:56,33.46666666666667
241,2014-09-02 20:00:24,2014-09-02 20:34:16,33.86666666666667
269,2014-09-28 08:56:48,2014-09-28 09:32:00,35.2
24,2013-10-09 22:53:28,2013-10-09 23:28:40,35.2
364,2014-12-27 19:00:48,2014-12-27 19:36:08,35.333333333333336
47,2014-02-20 19:46:16,2014-02-20 20:22:08,35.86666666666667
361,2014-12-26 20:46:24,2014-12-26 21:22:32,36.13333333333333
198,2014-07-06 19:25:52,2014-07-06 20:02:16,36.4
45,2014-02-20 18:23:20,2014-02-20 19:00:08,36.8
363,2014-12-27 11:28:56,2014-12-27 12:05:52,36.93333333333333
55,2014-03-03 18:19:36,2014-03-03 18:58:16,38.666666666666664
38,2013-10-23 20:12:24,2013-10-23 20:51:12,38.8
464,2015-04-07 13:40:40,2015-04-07 14:22:56,42.266666666666666
51,2014-02-26 15:14:16,2014-02-26 15:57:12,42.93333333333333
75,2014-03-15 22:15:36,2014-03-15 23:03:12,47.6
60,2014-03-07 20:30:32,2014-03-07 21:18:48,48.266666666666666
48,2014-02-21 12:53:20,2014-02-21 13:42:08,48.8
410,2015-02-04 17:25:04,2015-02-04 18:20:16,55.2
76,2014-03-15 23:16:24,2014-03-16 00:12:56,56.53333333333333
333,2014-12-03 09:51:44,2014-12-03 10:50:16,58.53333333333333
0,2013-09-18 12:42:16,2013-09-18 13:40:56,58.666666666666664
215,2014-07-21 17:38:24,2014-07-21 18:37:44,59.333333333333336
119,2014-04-18 12:36:48,2014-04-18 13:37:36,60.8
17,2013-10-05 18:01:28,2013-10-05 19:03:36,62.13333333333333
37,2013-10-23 18:54:48,2013-10-23 19:59:36,64.8
465,2015-04-07 14:33:12,2015-04-07 15:38:40,65.46666666666667
84,2014-03-18 20:19:44,2014-03-18 21:25:20,65.6
372,2015-01-06 12:56:40,2015-01-06 14:03:20,66.66666666666667
56,2014-03-03 19:11:20,2014-03-03 20:20:08,68.8
23,2013-10-09 21:30:48,2013-10-09 22:41:04,70.26666666666667
270,2014-09-28 15:12:16,2014-09-28 16:23:28,71.2
409,2015-02-04 15:57:36,2015-02-04 17:09:28,71.86666666666666
191,2014-07-01 12:35:36,2014-07-01 13:49:28,73.86666666666666
82,2014-03-17 20:49:44,2014-03-17 22:04:00,74.26666666666667
267,2014-09-27 15:46:56,2014-09-27 17:09:04,82.13333333333334
354,2014-12-23 20:10:16,2014-12-23 21:32:40,82.4
307,2014-11-10 13:15:52,2014-11-10 14:39:12,83.33333333333333
21,2013-10-07 17:44:56,2013-10-07 19:08:56,84.0
74,2014-03-15 19:43:36,2014-03-15 21:07:52,84.26666666666667
79,2014-03-16 17:12:00,2014-03-16 18:39:12,87.2
28,2013-10-12 19:45:04,2013-10-12 21:15:36,90.53333333333333
9,2013-09-27 16:06:48,2013-09-27 17:39:36,92.8
66,2014-03-11 16:44:00,2014-03-11 18:17:36,93.6
306,2014-11-07 14:00:24,2014-11-07 15:37:04,96.66666666666667
435,2015-03-02 18:37:28,2015-03-02 20:18:32,101.06666666666666
54,2014-02-28 12:18:16,2014-02-28 14:05:36,107.33333333333333
414,2015-02-07 18:30:48,2015-02-07 20:20:48,110.0
220,2014-08-03 10:16:08,2014-08-03 12:06:24,110.26666666666667
221,2014-08-03 17:05:20,2014-08-03 18:55:44,110.4
214,2014-07-20 22:29:52,2014-07-21 00:20:16,110.4
219,2014-07-25 17:30:32,2014-07-25 19:21:28,110.93333333333334
227,2014-08-09 21:22:32,2014-08-09 23:14:00,111.46666666666667
218,2014-07-24 20:14:48,2014-07-24 22:06:16,111.46666666666667
452,2015-03-18 08:48:24,2015-03-18 10:39:52,111.46666666666667
68,2014-03-12 17:32:00,2014-03-12 19:23:36,111.6
209,2014-07-17 12:31:36,2014-07-17 14:23:20,111.73333333333333
228,2014-08-11 09:54:08,2014-08-11 11:46:00,111.86666666666666
222,2014-08-04 21:19:20,2014-08-04 23:11:12,111.86666666666666
268,2014-09-27 20:34:08,2014-09-27 22:26:24,112.26666666666667
139,2014-05-11 18:04:32,2014-05-11 19:56:56,112.4
147,2014-05-19 18:52:48,2014-05-19 20:45:20,112.53333333333333
231,2014-08-13 17:43:52,2014-08-13 19:36:24,112.53333333333333
226,2014-08-09 08:13:36,2014-08-09 10:06:16,112.66666666666667
182,2014-06-21 21:54:32,2014-06-21 23:47:12,112.66666666666667
150,2014-05-21 20:23:44,2014-05-21 22:16:32,112.8
203,2014-07-12 06:00:08,2014-07-12 07:52:56,112.8
216,2014-07-22 17:18:08,2014-07-22 19:10:56,112.8
180,2014-06-19 18:56:40,2014-06-19 20:49:28,112.8
490,2015-04-25 22:01:04,2015-04-25 23:54:08,113.06666666666666
329,2014-11-29 19:59:28,2014-11-29 21:52:32,113.06666666666666
184,2014-06-23 19:59:12,2014-06-23 21:52:16,113.06666666666666
168,2014-06-09 13:09:12,2014-06-09 15:02:24,113.2
8,2013-09-25 19:12:48,2013-09-25 21:06:00,113.2
252,2014-09-15 20:18:32,2014-09-15 22:11:44,113.2
195,2014-07-05 06:48:16,2014-07-05 08:41:28,113.2
232,2014-08-14 13:17:04,2014-08-14 15:10:16,113.2
163,2014-06-02 19:11:20,2014-06-02 21:04:32,113.2
193,2014-07-03 09:46:24,2014-07-03 11:39:44,113.33333333333333
178,2014-06-17 22:06:56,2014-06-18 00:00:16,113.33333333333333
230,2014-08-13 08:06:08,2014-08-13 09:59:28,113.33333333333333
5,2013-09-22 18:18:56,2013-09-22 20:12:24,113.46666666666667
185,2014-06-24 18:16:24,2014-06-24 20:10:00,113.6
105,2014-04-04 08:17:12,2014-04-04 10:10:48,113.6
249,2014-09-10 12:37:52,2014-09-10 14:31:28,113.6
274,2014-09-30 21:50:32,2014-09-30 23:44:08,113.6
240,2014-09-01 19:32:24,2014-09-01 21:26:08,113.73333333333333
276,2014-10-02 21:32:56,2014-10-02 23:26:40,113.73333333333333
211,2014-07-18 15:44:32,2014-07-18 17:38:16,113.73333333333333
194,2014-07-03 21:48:16,2014-07-03 23:42:00,113.73333333333333
199,2014-07-07 21:39:12,2014-07-07 23:33:04,113.86666666666666
223,2014-08-06 06:25:20,2014-08-06 08:19:12,113.86666666666666
171,2014-06-11 20:18:32,2014-06-11 22:12:24,113.86666666666666
212,2014-07-19 16:59:20,2014-07-19 18:53:12,113.86666666666666
164,2014-06-03 17:44:32,2014-06-03 19:38:32,114.0
15,2013-10-03 21:07:12,2013-10-03 23:01:12,114.0
176,2014-06-16 13:57:36,2014-06-16 15:51:36,114.0
503,2015-05-03 18:09:04,2015-05-03 20:03:12,114.13333333333334
259,2014-09-20 18:39:52,2014-09-20 20:34:00,114.13333333333334
250,2014-09-11 16:44:32,2014-09-11 18:38:40,114.13333333333334
217,2014-07-23 18:52:08,2014-07-23 20:46:16,114.13333333333334
291,2014-10-19 21:47:52,2014-10-19 23:42:08,114.26666666666667
200,2014-07-09 06:40:32,2014-07-09 08:34:56,114.4
234,2014-08-17 16:50:24,2014-08-17 18:44:56,114.53333333333333
498,2015-05-01 17:31:44,2015-05-01 19:26:16,114.53333333333333
161,2014-05-31 20:38:08,2014-05-31 22:32:40,114.53333333333333
264,2014-09-26 06:31:52,2014-09-26 08:26:32,114.66666666666667
247,2014-09-08 07:53:36,2014-09-08 09:48:16,114.66666666666667
148,2014-05-20 18:48:08,2014-05-20 20:42:48,114.66666666666667
183,2014-06-22 19:34:48,2014-06-22 21:29:28,114.66666666666667
358,2014-12-25 18:33:20,2014-12-25 20:28:00,114.66666666666667
154,2014-05-25 16:21:52,2014-05-25 18:16:40,114.8
297,2014-10-25 12:28:32,2014-10-25 14:23:20,114.8
138,2014-05-11 12:43:36,2014-05-11 14:38:24,114.8
314,2014-11-17 19:28:24,2014-11-17 21:23:12,114.8
225,2014-08-08 07:27:20,2014-08-08 09:22:16,114.93333333333334
207,2014-07-14 18:56:48,2014-07-14 20:51:44,114.93333333333334
261,2014-09-22 19:05:36,2014-09-22 21:00:32,114.93333333333334
260,2014-09-21 17:23:36,2014-09-21 19:18:32,114.93333333333334
235,2014-08-18 11:40:32,2014-08-18 13:35:28,114.93333333333334
275,2014-10-01 18:43:52,2014-10-01 20:38:48,114.93333333333334
233,2014-08-15 20:04:16,2014-08-15 21:59:12,114.93333333333334
510,2015-05-22 19:25:52,2015-05-22 21:20:48,114.93333333333334
141,2014-05-13 18:40:08,2014-05-13 20:35:04,114.93333333333334
145,2014-05-18 09:47:20,2014-05-18 11:42:16,114.93333333333334
152,2014-05-23 19:10:16,2014-05-23 21:05:12,114.93333333333334
133,2014-05-05 19:03:36,2014-05-05 20:58:40,115.06666666666666
263,2014-09-25 06:13:20,2014-09-25 08:08:24,115.06666666666666
174,2014-06-14 18:45:12,2014-06-14 20:40:16,115.06666666666666
172,2014-06-13 09:57:12,2014-06-13 11:52:16,115.06666666666666
