,activity_start,activity_end,duration_in_minutes
100,2015-06-24 03:03:52,2015-06-24 03:07:28,3.6
59,2014-11-10 19:18:56,2014-11-10 19:22:40,3.7333333333333334
81,2015-02-23 13:13:04,2015-02-23 13:17:36,4.533333333333333
96,2015-05-27 12:40:48,2015-05-27 12:46:00,5.2
97,2015-06-05 12:23:28,2015-06-05 12:29:28,6.0
99,2015-06-24 01:54:56,2015-06-24 02:02:16,7.333333333333333
102,2015-06-24 08:33:36,2015-06-24 08:58:56,25.333333333333332
74,2015-01-22 20:28:40,2015-01-22 21:01:28,32.8
37,2014-07-18 11:39:36,2014-07-18 12:13:44,34.13333333333333
38,2014-07-18 12:35:20,2014-07-18 13:12:00,36.666666666666664
101,2015-06-24 03:32:08,2015-06-24 04:12:24,40.266666666666666
47,2014-08-30 10:17:52,2014-08-30 11:01:12,43.333333333333336
95,2015-05-27 11:09:44,2015-05-27 12:04:32,54.8
61,2014-11-17 12:19:36,2014-11-17 13:35:28,75.86666666666666
94,2015-05-21 11:24:24,2015-05-21 12:41:04,76.66666666666667
39,2014-07-22 15:30:08,2014-07-22 17:02:00,91.86666666666666
40,2014-07-27 10:15:20,2014-07-27 11:48:40,93.33333333333333
98,2015-06-22 13:20:40,2015-06-22 14:54:16,93.6
42,2014-08-07 09:58:48,2014-08-07 11:32:40,93.86666666666666
103,2015-06-26 14:47:52,2015-06-26 16:21:52,94.0
51,2014-09-27 10:51:20,2014-09-27 12:26:24,95.06666666666666
88,2015-04-15 13:14:56,2015-04-15 14:50:08,95.2
32,2014-06-13 12:10:24,2014-06-13 13:46:16,95.86666666666666
35,2014-07-02 11:16:16,2014-07-02 12:52:16,96.0
44,2014-08-16 10:39:36,2014-08-16 12:15:44,96.13333333333334
36,2014-07-10 10:40:16,2014-07-10 12:16:48,96.53333333333333
48,2014-09-11 10:08:24,2014-09-11 11:44:56,96.53333333333333
41,2014-08-01 11:09:20,2014-08-01 12:46:00,96.66666666666667
33,2014-06-20 10:04:40,2014-06-20 11:41:20,96.66666666666667
52,2014-10-02 10:23:20,2014-10-02 12:00:00,96.66666666666667
56,2014-10-24 13:21:20,2014-10-24 14:58:08,96.8
54,2014-10-13 12:28:56,2014-10-13 14:05:52,96.93333333333334
29,2014-06-01 09:06:08,2014-06-01 10:43:12,97.06666666666666
55,2014-10-18 14:59:44,2014-10-18 16:36:56,97.2
92,2015-05-06 12:46:32,2015-05-06 14:23:52,97.33333333333333
43,2014-08-11 10:21:28,2014-08-11 11:58:48,97.33333333333333
90,2015-04-28 11:25:36,2015-04-28 13:03:04,97.46666666666667
62,2014-11-23 11:42:16,2014-11-23 13:19:44,97.46666666666667
31,2014-06-08 15:46:40,2014-06-08 17:24:08,97.46666666666667
14,2014-03-16 11:23:44,2014-03-16 13:01:28,97.73333333333333
93,2015-05-10 13:10:56,2015-05-10 14:48:40,97.73333333333333
30,2014-06-05 10:15:28,2014-06-05 11:53:52,98.4
49,2014-09-17 12:24:08,2014-09-17 14:02:40,98.53333333333333
50,2014-09-22 14:55:12,2014-09-22 16:33:44,98.53333333333333
46,2014-08-26 10:09:20,2014-08-26 11:48:00,98.66666666666667
60,2014-11-12 12:49:20,2014-11-12 14:28:24,99.06666666666666
83,2015-03-03 11:28:16,2015-03-03 13:07:20,99.06666666666666
72,2015-01-13 13:26:32,2015-01-13 15:05:44,99.2
89,2015-04-20 15:03:04,2015-04-20 16:42:48,99.73333333333333
64,2014-12-02 12:38:48,2014-12-02 14:18:32,99.73333333333333
63,2014-11-25 11:38:40,2014-11-25 13:18:32,99.86666666666666
58,2014-11-08 14:58:24,2014-11-08 16:38:16,99.86666666666666
53,2014-10-07 10:32:00,2014-10-07 12:11:52,99.86666666666666
45,2014-08-22 09:44:48,2014-08-22 11:24:40,99.86666666666666
78,2015-02-09 12:24:32,2015-02-09 14:04:40,100.13333333333334
71,2015-01-07 14:54:16,2015-01-07 16:34:32,100.26666666666667
57,2014-10-30 14:19:12,2014-10-30 15:59:36,100.4
68,2014-12-25 11:40:24,2014-12-25 13:20:48,100.4
76,2015-01-29 14:51:36,2015-01-29 16:32:00,100.4
85,2015-03-13 11:17:04,2015-03-13 12:57:36,100.53333333333333
91,2015-05-02 11:27:36,2015-05-02 13:08:16,100.66666666666667
28,2014-05-25 08:57:52,2014-05-25 10:38:32,100.66666666666667
67,2014-12-20 12:36:40,2014-12-20 14:17:20,100.66666666666667
84,2015-03-08 12:09:44,2015-03-08 13:50:48,101.06666666666666
66,2014-12-17 12:37:52,2014-12-17 14:19:20,101.46666666666667
70,2015-01-04 19:08:32,2015-01-04 20:50:00,101.46666666666667
79,2015-02-17 13:19:04,2015-02-17 15:00:40,101.6
87,2015-04-11 14:46:24,2015-04-11 16:28:32,102.13333333333334
80,2015-02-22 14:07:52,2015-02-22 15:51:12,103.33333333333333
69,2014-12-29 12:28:56,2014-12-29 14:12:40,103.73333333333333
86,2015-03-18 11:32:56,2015-03-18 13:16:40,103.73333333333333
82,2015-02-25 14:45:04,2015-02-25 16:28:56,103.86666666666666
73,2015-01-18 14:49:04,2015-01-18 16:34:08,105.06666666666666
75,2015-01-25 11:29:52,2015-01-25 13:15:12,105.33333333333333
34,2014-06-26 10:11:04,2014-06-26 11:56:32,105.46666666666667
65,2014-12-11 11:45:04,2014-12-11 13:31:12,106.13333333333334
77,2015-02-03 10:56:00,2015-02-03 12:42:24,106.4
23,2014-04-27 10:26:48,2014-04-27 12:17:44,110.93333333333334
13,2014-03-13 09:58:24,2014-03-13 11:49:44,111.33333333333333
26,2014-05-13 12:25:52,2014-05-13 14:17:28,111.6
20,2014-04-13 11:50:56,2014-04-13 13:42:40,111.73333333333333
27,2014-05-20 09:27:36,2014-05-20 11:19:28,111.86666666666666
25,2014-05-08 15:38:40,2014-05-08 17:30:56,112.26666666666667
21,2014-04-18 14:03:20,2014-04-18 15:55:44,112.4
17,2014-03-29 14:32:56,2014-03-29 16:25:36,112.66666666666667
24,2014-05-03 10:24:32,2014-05-03 12:17:12,112.66666666666667
15,2014-03-21 12:22:16,2014-03-21 14:15:20,113.06666666666666
19,2014-04-07 13:33:04,2014-04-07 15:26:24,113.33333333333333
12,2014-03-09 11:54:16,2014-03-09 13:47:52,113.6
18,2014-04-03 09:44:16,2014-04-03 11:38:00,113.73333333333333
22,2014-04-23 13:45:20,2014-04-23 15:39:12,113.86666666666666
