,activity_start,activity_end,duration_in_minutes
404,2015-05-22 23:10:08,2015-05-22 23:13:12,3.066666666666667
89,2014-06-02 21:33:44,2014-06-02 21:38:16,4.533333333333333
311,2015-02-02 19:46:56,2015-02-02 19:52:32,5.6
90,2014-06-02 22:40:40,2014-06-02 22:46:48,6.133333333333334
312,2015-02-02 20:15:28,2015-02-02 20:22:08,6.666666666666667
51,2014-04-29 04:00:08,2014-04-29 04:07:12,7.066666666666666
27,2014-04-04 18:18:48,2014-04-04 18:26:00,7.2
277,2014-12-17 13:24:24,2014-12-17 13:31:52,7.466666666666667
252,2014-11-24 03:56:24,2014-11-24 04:03:52,7.466666666666667
80,2014-05-28 03:12:32,2014-05-28 03:20:08,7.6
3,2014-03-10 06:20:32,2014-03-10 06:28:16,7.733333333333333
38,2014-04-13 02:49:12,2014-04-13 02:57:36,8.4
260,2014-12-03 03:22:16,2014-12-03 03:31:04,8.8
412,2015-05-27 15:59:12,2015-05-27 16:08:40,9.466666666666667
181,2014-09-15 14:00:48,2014-09-15 14:10:16,9.466666666666667
171,2014-09-09 12:06:40,2014-09-09 12:16:16,9.6
273,2014-12-14 22:08:24,2014-12-14 22:18:24,10.0
91,2014-06-02 23:21:52,2014-06-02 23:33:04,11.2
281,2014-12-20 13:51:20,2014-12-20 14:04:40,13.333333333333334
48,2014-04-28 10:03:12,2014-04-28 10:16:48,13.6
293,2015-01-14 10:08:24,2015-01-14 10:24:32,16.133333333333333
163,2014-09-01 14:57:20,2014-09-01 15:13:44,16.4
242,2014-11-15 10:23:20,2014-11-15 10:40:24,17.066666666666666
290,2015-01-12 21:14:48,2015-01-12 21:32:56,18.133333333333333
410,2015-05-26 21:55:28,2015-05-26 22:13:36,18.133333333333333
155,2014-08-16 11:12:32,2014-08-16 11:31:28,18.933333333333334
414,2015-05-28 03:04:40,2015-05-28 03:24:08,19.466666666666665
183,2014-09-16 13:21:20,2014-09-16 13:41:12,19.866666666666667
88,2014-06-02 20:46:16,2014-06-02 21:08:32,22.266666666666666
144,2014-08-09 10:57:04,2014-08-09 11:20:24,23.333333333333332
61,2014-05-12 09:36:48,2014-05-12 10:00:24,23.6
197,2014-09-29 03:49:28,2014-09-29 04:16:48,27.333333333333332
363,2015-04-03 00:54:00,2015-04-03 01:43:28,49.46666666666667
62,2014-05-12 10:14:32,2014-05-12 11:15:12,60.666666666666664
196,2014-09-29 02:05:04,2014-09-29 03:09:36,64.53333333333333
128,2014-07-07 17:02:16,2014-07-07 18:14:08,71.86666666666666
39,2014-04-13 09:17:12,2014-04-13 10:31:36,74.4
420,2015-06-03 17:21:20,2015-06-03 18:37:36,76.26666666666667
124,2014-07-03 17:18:00,2014-07-03 18:34:16,76.26666666666667
132,2014-07-11 14:48:48,2014-07-11 16:05:44,76.93333333333334
136,2014-07-16 17:07:04,2014-07-16 18:24:16,77.2
182,2014-09-16 11:48:16,2014-09-16 13:06:00,77.73333333333333
154,2014-08-16 09:42:08,2014-08-16 11:00:16,78.13333333333334
334,2015-02-28 12:56:40,2015-02-28 14:14:56,78.26666666666667
143,2014-08-09 09:26:32,2014-08-09 10:46:00,79.46666666666667
176,2014-09-13 09:01:20,2014-09-13 10:21:28,80.13333333333334
188,2014-09-21 13:00:08,2014-09-21 14:20:16,80.13333333333334
113,2014-06-21 13:13:20,2014-06-21 14:33:28,80.13333333333334
159,2014-08-27 18:01:12,2014-08-27 19:21:28,80.26666666666667
174,2014-09-12 07:19:20,2014-09-12 08:40:08,80.8
83,2014-05-29 17:02:16,2014-05-29 18:23:12,80.93333333333334
49,2014-04-28 10:29:44,2014-04-28 11:51:36,81.86666666666666
366,2015-04-09 08:49:12,2015-04-09 10:11:12,82.0
148,2014-08-13 08:14:00,2014-08-13 09:36:00,82.0
227,2014-10-26 13:42:56,2014-10-26 15:05:04,82.13333333333334
413,2015-05-28 01:30:24,2015-05-28 02:52:40,82.26666666666667
257,2014-11-30 14:44:00,2014-11-30 16:07:04,83.06666666666666
150,2014-08-13 21:31:36,2014-08-13 22:54:40,83.06666666666666
361,2015-03-31 02:57:52,2015-03-31 04:21:04,83.2
284,2014-12-22 18:48:40,2014-12-22 20:11:52,83.2
179,2014-09-14 10:26:32,2014-09-14 11:49:44,83.2
177,2014-09-13 12:45:20,2014-09-13 14:08:40,83.33333333333333
218,2014-10-21 14:45:44,2014-10-21 16:09:20,83.6
52,2014-04-29 17:55:36,2014-04-29 19:19:28,83.86666666666666
423,2015-07-09 15:06:16,2015-07-09 16:30:24,84.13333333333334
256,2014-11-28 19:29:12,2014-11-28 20:53:28,84.26666666666667
161,2014-08-29 14:42:32,2014-08-29 16:06:56,84.4
96,2014-06-07 09:30:48,2014-06-07 10:55:12,84.4
