,activity_start,activity_end,duration_in_minutes
120,2014-12-07 11:39:04,2014-12-07 11:42:56,3.8666666666666667
35,2014-05-24 18:45:04,2014-05-24 18:48:56,3.8666666666666667
51,2014-06-27 12:19:52,2014-06-27 12:24:00,4.133333333333334
178,2015-05-07 03:28:00,2015-05-07 03:32:48,4.8
89,2014-10-02 19:07:04,2014-10-02 19:12:56,5.866666666666666
70,2014-08-29 18:13:36,2014-08-29 18:21:04,7.466666666666667
170,2015-04-12 10:59:36,2015-04-12 11:07:12,7.6
166,2015-04-09 16:51:36,2015-04-09 16:59:44,8.133333333333333
1,2014-03-08 20:12:00,2014-03-08 20:20:40,8.666666666666666
78,2014-09-18 20:34:16,2014-09-18 20:42:56,8.666666666666666
26,2014-04-25 17:59:52,2014-04-25 18:08:32,8.666666666666666
30,2014-05-01 12:31:36,2014-05-01 12:40:24,8.8
38,2014-05-28 18:00:16,2014-05-28 18:09:04,8.8
10,2014-03-27 18:54:16,2014-03-27 19:03:12,8.933333333333334
4,2014-03-13 08:44:56,2014-03-13 08:53:52,8.933333333333334
5,2014-03-13 18:58:00,2014-03-13 19:07:04,9.066666666666666
84,2014-09-26 08:11:36,2014-09-26 08:20:48,9.2
122,2014-12-11 18:55:12,2014-12-11 19:05:04,9.866666666666667
110,2014-11-20 18:59:28,2014-11-20 19:09:28,10.0
18,2014-04-10 07:37:52,2014-04-10 07:48:00,10.133333333333333
95,2014-10-21 18:51:36,2014-10-21 19:04:16,12.666666666666666
112,2014-11-24 19:00:08,2014-11-24 19:14:00,13.866666666666667
50,2014-06-26 17:29:52,2014-06-26 17:45:44,15.866666666666667
82,2014-09-24 17:58:32,2014-09-24 18:14:24,15.866666666666667
104,2014-11-11 19:07:12,2014-11-11 19:23:28,16.266666666666666
106,2014-11-13 18:58:40,2014-11-13 19:16:56,18.266666666666666
156,2015-03-16 09:16:32,2015-03-16 09:35:52,19.333333333333332
80,2014-09-22 17:59:20,2014-09-22 18:21:12,21.866666666666667
86,2014-09-27 19:24:08,2014-09-27 19:48:48,24.666666666666668
101,2014-11-07 19:09:28,2014-11-07 19:34:08,24.666666666666668
179,2015-05-07 05:12:48,2015-05-07 05:39:12,26.4
162,2015-04-01 16:26:24,2015-04-01 16:55:12,28.8
85,2014-09-27 18:28:40,2014-09-27 19:10:24,41.733333333333334
81,2014-09-22 18:32:08,2014-09-22 19:36:56,64.8
83,2014-09-24 20:00:08,2014-09-24 21:06:00,65.86666666666666
107,2014-11-13 20:25:04,2014-11-13 21:36:00,70.93333333333334
113,2014-11-24 22:01:36,2014-11-24 23:12:48,71.2
102,2014-11-07 20:31:04,2014-11-07 21:43:12,72.13333333333334
105,2014-11-11 19:42:00,2014-11-11 20:54:24,72.4
52,2014-06-27 13:49:20,2014-06-27 15:02:56,73.6
57,2014-07-05 12:31:52,2014-07-05 13:47:28,75.6
60,2014-07-11 18:20:48,2014-07-11 19:36:56,76.13333333333334
56,2014-07-03 18:01:36,2014-07-03 19:17:44,76.13333333333334
46,2014-06-13 18:10:48,2014-06-13 19:27:28,76.66666666666667
63,2014-07-15 17:50:24,2014-07-15 19:07:12,76.8
58,2014-07-07 17:24:32,2014-07-07 18:41:28,76.93333333333334
42,2014-06-03 21:03:20,2014-06-03 22:20:16,76.93333333333334
49,2014-06-24 18:06:32,2014-06-24 19:24:00,77.46666666666667
48,2014-06-22 12:03:52,2014-06-22 13:21:28,77.6
62,2014-07-14 17:38:16,2014-07-14 18:56:00,77.73333333333333
66,2014-08-22 19:01:36,2014-08-22 20:19:28,77.86666666666666
