,activity_start,activity_end,duration_in_minutes
495,2015-01-22 17:26:16,2015-01-22 17:29:20,3.066666666666667
111,2014-05-01 14:15:52,2014-05-01 14:18:56,3.066666666666667
486,2015-01-18 15:56:24,2015-01-18 15:59:28,3.066666666666667
138,2014-05-17 23:29:36,2014-05-17 23:32:40,3.066666666666667
315,2014-08-16 06:18:24,2014-08-16 06:21:28,3.066666666666667
718,2015-04-30 06:31:28,2015-04-30 06:34:32,3.066666666666667
614,2015-03-17 22:50:00,2015-03-17 22:53:04,3.066666666666667
591,2015-02-25 01:40:56,2015-02-25 01:44:00,3.066666666666667
707,2015-04-27 22:44:56,2015-04-27 22:48:00,3.066666666666667
667,2015-04-07 20:55:12,2015-04-07 20:58:16,3.066666666666667
262,2014-07-20 02:02:40,2014-07-20 02:05:44,3.066666666666667
520,2015-02-05 04:20:40,2015-02-05 04:23:52,3.2
451,2014-12-13 12:19:12,2014-12-13 12:22:24,3.2
493,2015-01-22 12:27:04,2015-01-22 12:30:16,3.2
386,2014-10-21 04:41:36,2014-10-21 04:44:48,3.2
246,2014-07-17 11:22:00,2014-07-17 11:25:12,3.2
550,2015-02-19 01:21:44,2015-02-19 01:24:56,3.2
322,2014-08-20 02:38:08,2014-08-20 02:41:20,3.2
467,2015-01-09 06:23:12,2015-01-09 06:26:32,3.3333333333333335
469,2015-01-11 10:39:04,2015-01-11 10:42:24,3.3333333333333335
177,2014-06-09 04:00:00,2014-06-09 04:03:20,3.3333333333333335
203,2014-07-03 20:06:48,2014-07-03 20:10:08,3.3333333333333335
491,2015-01-20 15:10:48,2015-01-20 15:14:08,3.3333333333333335
372,2014-10-12 23:46:00,2014-10-12 23:49:28,3.466666666666667
87,2014-04-20 15:55:04,2014-04-20 15:58:32,3.466666666666667
509,2015-02-01 14:09:20,2015-02-01 14:12:48,3.466666666666667
518,2015-02-05 03:07:12,2015-02-05 03:10:40,3.466666666666667
117,2014-05-05 06:17:52,2014-05-05 06:21:20,3.466666666666667
620,2015-03-18 03:24:16,2015-03-18 03:27:44,3.466666666666667
706,2015-04-27 21:51:20,2015-04-27 21:54:48,3.466666666666667
422,2014-11-25 22:54:00,2014-11-25 22:57:28,3.466666666666667
10,2014-01-24 01:19:44,2014-01-24 01:23:12,3.466666666666667
665,2015-04-02 08:37:36,2015-04-02 08:41:12,3.6
507,2015-02-01 12:53:04,2015-02-01 12:56:40,3.6
16,2014-03-10 02:34:48,2014-03-10 02:38:24,3.6
590,2015-02-25 00:51:44,2015-02-25 00:55:20,3.6
400,2014-11-08 03:51:12,2014-11-08 03:54:48,3.6
510,2015-02-03 11:17:28,2015-02-03 11:21:04,3.6
85,2014-04-20 12:58:40,2014-04-20 13:02:16,3.6
597,2015-02-27 06:27:52,2015-02-27 06:31:28,3.6
599,2015-03-01 05:06:40,2015-03-01 05:10:16,3.6
334,2014-08-27 23:19:28,2014-08-27 23:23:04,3.6
649,2015-03-29 06:33:52,2015-03-29 06:37:36,3.7333333333333334
496,2015-01-22 19:15:52,2015-01-22 19:19:36,3.7333333333333334
50,2014-03-31 23:49:28,2014-03-31 23:53:12,3.7333333333333334
273,2014-07-21 18:20:40,2014-07-21 18:24:24,3.7333333333333334
528,2015-02-11 14:34:56,2015-02-11 14:38:40,3.7333333333333334
725,2015-05-04 02:24:56,2015-05-04 02:28:40,3.7333333333333334
479,2015-01-14 09:30:24,2015-01-14 09:34:08,3.7333333333333334
348,2014-09-24 02:53:12,2014-09-24 02:56:56,3.7333333333333334
623,2015-03-18 06:27:52,2015-03-18 06:31:36,3.7333333333333334
361,2014-10-02 12:30:08,2014-10-02 12:33:52,3.7333333333333334
145,2014-05-23 04:22:08,2014-05-23 04:26:00,3.8666666666666667
628,2015-03-20 06:32:48,2015-03-20 06:36:40,3.8666666666666667
208,2014-07-04 04:39:12,2014-07-04 04:43:04,3.8666666666666667
2,2014-01-19 04:55:20,2014-01-19 04:59:12,3.8666666666666667
353,2014-09-26 04:20:40,2014-09-26 04:24:32,3.8666666666666667
55,2014-04-03 02:36:48,2014-04-03 02:40:40,3.8666666666666667
433,2014-12-05 15:50:00,2014-12-05 15:54:00,4.0
123,2014-05-09 15:14:16,2014-05-09 15:18:16,4.0
621,2015-03-18 05:29:20,2015-03-18 05:33:20,4.0
178,2014-06-09 04:42:56,2014-06-09 04:46:56,4.0
604,2015-03-01 08:16:16,2015-03-01 08:20:16,4.0
240,2014-07-16 04:55:04,2014-07-16 04:59:04,4.0
352,2014-09-26 01:51:28,2014-09-26 01:55:28,4.0
77,2014-04-17 17:17:04,2014-04-17 17:21:12,4.133333333333334
698,2015-04-24 14:53:52,2015-04-24 14:58:00,4.133333333333334
253,2014-07-19 04:55:28,2014-07-19 04:59:36,4.133333333333334
557,2015-02-20 14:44:16,2015-02-20 14:48:24,4.133333333333334
513,2015-02-04 20:59:36,2015-02-04 21:03:44,4.133333333333334
100,2014-04-26 20:47:20,2014-04-26 20:51:28,4.133333333333334
746,2015-05-31 03:40:24,2015-05-31 03:44:32,4.133333333333334
313,2014-08-16 04:49:20,2014-08-16 04:53:28,4.133333333333334
320,2014-08-19 22:33:20,2014-08-19 22:37:28,4.133333333333334
522,2015-02-05 04:58:40,2015-02-05 05:02:56,4.266666666666667
705,2015-04-27 20:42:32,2015-04-27 20:46:48,4.266666666666667
447,2014-12-11 01:16:40,2014-12-11 01:20:56,4.266666666666667
546,2015-02-17 14:31:36,2015-02-17 14:35:52,4.266666666666667
242,2014-07-16 23:07:36,2014-07-16 23:11:52,4.266666666666667
641,2015-03-27 07:17:04,2015-03-27 07:21:20,4.266666666666667
432,2014-12-05 14:39:44,2014-12-05 14:44:08,4.4
329,2014-08-24 13:40:08,2014-08-24 13:44:32,4.4
248,2014-07-17 19:51:12,2014-07-17 19:55:36,4.4
626,2015-03-20 02:39:36,2015-03-20 02:44:00,4.4
640,2015-03-27 06:36:00,2015-03-27 06:40:24,4.4
