,activity_start,activity_end,duration_in_minutes
129,2014-07-29 11:41:52,2014-07-29 11:44:56,3.066666666666667
300,2015-03-10 01:41:44,2015-03-10 01:44:48,3.066666666666667
131,2014-07-30 10:30:40,2014-07-30 10:33:44,3.066666666666667
118,2014-07-25 10:09:44,2014-07-25 10:12:56,3.2
173,2014-10-03 10:57:20,2014-10-03 11:00:32,3.2
152,2014-09-11 10:11:36,2014-09-11 10:14:56,3.3333333333333335
297,2015-03-08 13:12:32,2015-03-08 13:15:52,3.3333333333333335
82,2014-06-12 09:14:40,2014-06-12 09:18:16,3.6
284,2015-02-19 23:32:56,2015-02-19 23:37:04,4.133333333333334
125,2014-07-27 21:47:20,2014-07-27 21:52:00,4.666666666666667
7,2013-12-30 11:21:28,2013-12-30 11:28:08,6.666666666666667
99,2014-07-05 21:26:24,2014-07-05 21:34:16,7.866666666666666
38,2014-04-06 14:50:32,2014-04-06 14:58:40,8.133333333333333
355,2015-06-03 21:28:16,2015-06-03 21:40:00,11.733333333333333
123,2014-07-27 17:15:12,2014-07-27 17:27:04,11.866666666666667
165,2014-09-23 13:19:36,2014-09-23 13:31:36,12.0
14,2014-01-08 08:31:28,2014-01-08 08:45:28,14.0
120,2014-07-26 18:48:16,2014-07-26 19:06:40,18.4
194,2014-11-02 22:40:48,2014-11-02 23:05:12,24.4
113,2014-07-20 21:38:16,2014-07-20 22:04:00,25.733333333333334
31,2014-04-01 17:05:44,2014-04-01 17:56:00,50.266666666666666
144,2014-09-01 08:35:36,2014-09-01 10:07:52,92.26666666666667
6,2013-12-30 09:16:00,2013-12-30 11:02:16,106.26666666666667
15,2014-01-08 08:59:36,2014-01-08 10:50:56,111.33333333333333
44,2014-04-28 22:07:44,2014-04-29 00:00:56,113.2
126,2014-07-28 05:07:52,2014-07-28 07:03:52,116.0
122,2014-07-27 14:57:04,2014-07-27 16:55:04,118.0
127,2014-07-28 21:18:40,2014-07-28 23:17:04,118.4
112,2014-07-20 15:07:20,2014-07-20 17:07:12,119.86666666666666
124,2014-07-27 19:19:44,2014-07-27 21:19:44,120.0
193,2014-11-02 16:46:32,2014-11-02 18:47:44,121.2
27,2014-03-09 18:24:16,2014-03-09 20:26:40,122.4
128,2014-07-29 09:22:32,2014-07-29 11:27:44,125.2
105,2014-07-12 09:26:40,2014-07-12 11:33:36,126.93333333333334
132,2014-07-31 17:01:52,2014-07-31 19:09:20,127.46666666666667
111,2014-07-19 05:57:20,2014-07-19 08:04:56,127.6
102,2014-07-08 06:58:00,2014-07-08 09:05:52,127.86666666666666
151,2014-09-11 07:49:36,2014-09-11 09:57:36,128.0
109,2014-07-16 06:58:56,2014-07-16 09:06:56,128.0
80,2014-06-10 21:40:56,2014-06-10 23:49:04,128.13333333333333
158,2014-09-16 21:35:36,2014-09-16 23:43:44,128.13333333333333
58,2014-05-18 11:45:20,2014-05-18 13:53:28,128.13333333333333
366,2015-06-23 16:16:00,2015-06-23 18:24:08,128.13333333333333
72,2014-06-01 09:55:12,2014-06-01 12:03:28,128.26666666666668
85,2014-06-15 21:29:36,2014-06-15 23:37:52,128.26666666666668
89,2014-06-21 18:48:08,2014-06-21 20:56:32,128.4
372,2015-07-02 17:05:44,2015-07-02 19:14:08,128.4
139,2014-08-24 15:01:52,2014-08-24 17:10:16,128.4
100,2014-07-06 10:15:04,2014-07-06 12:23:28,128.4
133,2014-08-03 18:11:36,2014-08-03 20:20:00,128.4
107,2014-07-14 05:37:36,2014-07-14 07:46:00,128.4
166,2014-09-24 05:50:48,2014-09-24 07:59:12,128.4
146,2014-09-04 21:43:28,2014-09-04 23:52:00,128.53333333333333
149,2014-09-08 21:34:24,2014-09-08 23:42:56,128.53333333333333
114,2014-07-21 05:27:52,2014-07-21 07:36:24,128.53333333333333
95,2014-06-30 20:02:16,2014-06-30 22:10:48,128.53333333333333
91,2014-06-24 22:13:52,2014-06-25 00:22:32,128.66666666666666
175,2014-10-05 23:14:48,2014-10-06 01:23:28,128.66666666666666
163,2014-09-21 07:08:48,2014-09-21 09:17:28,128.66666666666666
344,2015-05-23 22:14:16,2015-05-24 00:23:04,128.8
64,2014-05-24 22:42:40,2014-05-25 00:51:28,128.8
74,2014-06-03 07:17:36,2014-06-03 09:26:32,128.93333333333334
209,2014-11-23 18:54:08,2014-11-23 21:03:04,128.93333333333334
160,2014-09-19 07:11:04,2014-09-19 09:20:00,128.93333333333334
87,2014-06-19 04:53:12,2014-06-19 07:02:08,128.93333333333334
66,2014-05-26 06:42:08,2014-05-26 08:51:04,128.93333333333334
50,2014-05-08 07:33:12,2014-05-08 09:42:08,128.93333333333334
135,2014-08-07 18:49:52,2014-08-07 20:58:56,129.06666666666666
154,2014-09-13 07:54:08,2014-09-13 10:03:20,129.2
349,2015-05-29 07:45:44,2015-05-29 09:54:56,129.2
364,2015-06-21 18:59:04,2015-06-21 21:08:24,129.33333333333334
337,2015-05-04 22:42:40,2015-05-05 00:52:00,129.33333333333334
360,2015-06-09 22:55:04,2015-06-10 01:04:24,129.33333333333334
374,2015-07-05 16:36:00,2015-07-05 18:45:20,129.33333333333334
76,2014-06-06 07:05:52,2014-06-06 09:15:12,129.33333333333334
35,2014-04-05 09:15:20,2014-04-05 11:24:40,129.33333333333334
97,2014-07-04 07:01:36,2014-07-04 09:11:04,129.46666666666667
216,2014-11-30 21:19:04,2014-11-30 23:28:32,129.46666666666667
119,2014-07-26 16:25:04,2014-07-26 18:34:32,129.46666666666667
195,2014-11-03 18:29:04,2014-11-03 20:38:40,129.6
117,2014-07-25 07:45:44,2014-07-25 09:55:20,129.6
370,2015-06-29 00:09:28,2015-06-29 02:19:04,129.6
11,2014-01-02 00:42:48,2014-01-02 02:52:24,129.6
143,2014-08-30 06:35:20,2014-08-30 08:44:56,129.6
233,2014-12-25 14:29:20,2014-12-25 16:39:04,129.73333333333332
121,2014-07-26 19:22:48,2014-07-26 21:32:32,129.73333333333332
213,2014-11-27 21:30:00,2014-11-27 23:39:44,129.73333333333332
156,2014-09-14 18:44:48,2014-09-14 20:54:32,129.73333333333332
203,2014-11-16 22:55:52,2014-11-17 01:05:36,129.73333333333332
220,2014-12-06 23:33:12,2014-12-07 01:42:56,129.73333333333332
235,2014-12-25 22:03:12,2014-12-26 00:13:04,129.86666666666667
376,2015-07-08 07:49:28,2015-07-08 09:59:20,129.86666666666667
333,2015-04-30 08:38:16,2015-04-30 10:48:16,130.0
168,2014-09-27 12:01:04,2014-09-27 14:11:04,130.0
170,2014-09-30 16:46:24,2014-09-30 18:56:24,130.0
62,2014-05-22 07:12:48,2014-05-22 09:22:48,130.0
368,2015-06-27 06:23:36,2015-06-27 08:33:36,130.0
339,2015-05-07 20:40:56,2015-05-07 22:50:56,130.0
78,2014-06-09 05:42:08,2014-06-09 07:52:16,130.13333333333333
342,2015-05-20 16:56:24,2015-05-20 19:06:32,130.13333333333333
177,2014-10-07 22:54:00,2014-10-08 01:04:08,130.13333333333333
239,2014-12-27 13:37:52,2014-12-27 15:48:08,130.26666666666668
327,2015-04-22 21:52:00,2015-04-23 00:02:16,130.26666666666668
205,2014-11-19 23:20:56,2014-11-20 01:31:12,130.26666666666668
90,2014-06-22 21:20:32,2014-06-22 23:30:56,130.4
331,2015-04-28 08:20:08,2015-04-28 10:30:32,130.4
137,2014-08-09 22:05:20,2014-08-10 00:15:44,130.4
56,2014-05-17 06:30:08,2014-05-17 08:40:32,130.4
93,2014-06-27 19:14:32,2014-06-27 21:24:56,130.4
172,2014-10-03 08:33:28,2014-10-03 10:44:00,130.53333333333333
207,2014-11-22 22:13:28,2014-11-23 00:24:00,130.53333333333333
317,2015-04-09 23:44:24,2015-04-10 01:54:56,130.53333333333333
116,2014-07-24 05:51:36,2014-07-24 08:02:16,130.66666666666666
110,2014-07-17 18:31:04,2014-07-17 20:41:44,130.66666666666666
315,2015-03-30 22:39:36,2015-03-31 00:50:16,130.66666666666666
271,2015-02-04 23:05:44,2015-02-05 01:16:32,130.8
179,2014-10-11 06:17:44,2014-10-11 08:28:32,130.8
281,2015-02-16 21:55:28,2015-02-17 00:06:16,130.8
362,2015-06-20 06:26:40,2015-06-20 08:37:28,130.8
157,2014-09-15 21:48:24,2014-09-15 23:59:20,130.93333333333334
46,2014-05-03 19:44:48,2014-05-03 21:55:44,130.93333333333334
141,2014-08-27 05:55:20,2014-08-27 08:06:16,130.93333333333334
60,2014-05-20 16:13:52,2014-05-20 18:24:48,130.93333333333334
190,2014-10-29 06:40:48,2014-10-29 08:51:52,131.06666666666666
29,2014-03-12 08:13:04,2014-03-12 10:24:08,131.06666666666666
311,2015-03-26 23:46:56,2015-03-27 01:58:00,131.06666666666666
181,2014-10-14 19:21:12,2014-10-14 21:32:16,131.06666666666666
187,2014-10-22 19:26:48,2014-10-22 21:38:00,131.2
356,2015-06-04 22:36:16,2015-06-05 00:47:28,131.2
319,2015-04-12 16:23:36,2015-04-12 18:34:48,131.2
138,2014-08-24 10:28:48,2014-08-24 12:40:00,131.2
279,2015-02-14 17:52:40,2015-02-14 20:03:52,131.2
73,2014-06-02 16:54:56,2014-06-02 19:06:16,131.33333333333334
199,2014-11-11 07:57:36,2014-11-11 10:08:56,131.33333333333334
108,2014-07-15 07:26:40,2014-07-15 09:38:00,131.33333333333334
48,2014-05-05 06:09:04,2014-05-05 08:20:24,131.33333333333334
335,2015-05-02 11:30:24,2015-05-02 13:41:44,131.33333333333334
4,2013-12-28 10:30:32,2013-12-28 12:41:52,131.33333333333334
299,2015-03-09 23:17:04,2015-03-10 01:28:32,131.46666666666667
81,2014-06-12 06:48:56,2014-06-12 09:00:24,131.46666666666667
183,2014-10-17 08:27:36,2014-10-17 10:39:12,131.6
241,2014-12-30 09:28:24,2014-12-30 11:40:00,131.6
115,2014-07-22 07:26:16,2014-07-22 09:37:52,131.6
68,2014-05-28 05:52:56,2014-05-28 08:04:32,131.6
275,2015-02-10 08:14:48,2015-02-10 10:26:24,131.6
83,2014-06-14 06:43:12,2014-06-14 08:54:48,131.6
142,2014-08-28 07:39:36,2014-08-28 09:51:12,131.6
243,2015-01-01 22:29:44,2015-01-02 00:41:20,131.6
77,2014-06-07 07:22:24,2014-06-07 09:34:08,131.73333333333332
353,2015-06-01 19:05:12,2015-06-01 21:16:56,131.73333333333332
86,2014-06-17 19:44:32,2014-06-17 21:56:16,131.73333333333332
16,2014-01-09 18:31:28,2014-01-09 20:43:20,131.86666666666667
54,2014-05-13 07:12:08,2014-05-13 09:24:00,131.86666666666667
218,2014-12-04 23:34:16,2014-12-05 01:46:08,131.86666666666667
96,2014-07-02 15:36:08,2014-07-02 17:48:00,131.86666666666667
153,2014-09-12 08:35:36,2014-09-12 10:47:28,131.86666666666667
106,2014-07-13 13:05:04,2014-07-13 15:16:56,131.86666666666667
226,2014-12-14 22:36:32,2014-12-15 00:48:32,132.0
228,2014-12-17 16:18:24,2014-12-17 18:30:24,132.0
329,2015-04-26 08:16:00,2015-04-26 10:28:00,132.0
237,2014-12-26 15:01:20,2014-12-26 17:13:20,132.0
189,2014-10-26 09:55:36,2014-10-26 12:07:36,132.0
245,2015-01-04 13:28:40,2015-01-04 15:40:40,132.0
229,2014-12-20 19:22:08,2014-12-20 21:34:16,132.13333333333333
130,2014-07-30 08:04:24,2014-07-30 10:16:32,132.13333333333333
306,2015-03-17 23:17:20,2015-03-18 01:29:28,132.13333333333333
94,2014-06-29 18:06:48,2014-06-29 20:18:56,132.13333333333333
185,2014-10-19 19:21:52,2014-10-19 21:34:00,132.13333333333333
231,2014-12-23 08:45:04,2014-12-23 10:57:12,132.13333333333333
101,2014-07-06 18:25:20,2014-07-06 20:37:28,132.13333333333333
347,2015-05-27 07:51:12,2015-05-27 10:03:28,132.26666666666668
45,2014-04-29 21:24:24,2014-04-29 23:36:40,132.26666666666668
150,2014-09-10 17:31:12,2014-09-10 19:43:28,132.26666666666668
222,2014-12-09 08:11:28,2014-12-09 10:23:44,132.26666666666668
294,2015-03-05 23:20:08,2015-03-06 01:32:24,132.26666666666668
79,2014-06-09 17:50:00,2014-06-09 20:02:16,132.26666666666668
292,2015-03-03 18:13:04,2015-03-03 20:25:28,132.4
359,2015-06-08 09:12:00,2015-06-08 11:24:24,132.4
18,2014-01-12 18:09:20,2014-01-12 20:21:44,132.4
361,2015-06-18 09:17:28,2015-06-18 11:29:52,132.4
255,2015-01-17 14:36:32,2015-01-17 16:48:56,132.4
375,2015-07-06 08:04:16,2015-07-06 10:16:40,132.4
155,2014-09-14 07:35:20,2014-09-14 09:47:44,132.4
283,2015-02-19 17:30:08,2015-02-19 19:42:32,132.4
321,2015-04-15 07:11:20,2015-04-15 09:23:52,132.53333333333333
148,2014-09-07 21:08:08,2014-09-07 23:20:40,132.53333333333333
171,2014-10-01 22:11:28,2014-10-02 00:24:00,132.53333333333333
354,2015-06-02 22:40:00,2015-06-03 00:52:32,132.53333333333333
134,2014-08-05 19:02:08,2014-08-05 21:14:40,132.53333333333333
286,2015-02-21 23:52:24,2015-02-22 02:05:04,132.66666666666666
290,2015-03-01 17:51:52,2015-03-01 20:04:40,132.8
42,2014-04-10 07:16:08,2014-04-10 09:28:56,132.8
104,2014-07-11 06:52:56,2014-07-11 09:05:44,132.8
180,2014-10-12 23:21:04,2014-10-13 01:33:52,132.8
341,2015-05-10 14:30:24,2015-05-10 16:43:12,132.8
202,2014-11-15 22:50:08,2014-11-16 01:03:04,132.93333333333334
253,2015-01-15 17:33:04,2015-01-15 19:46:00,132.93333333333334
247,2015-01-06 19:35:52,2015-01-06 21:48:48,132.93333333333334
24,2014-01-22 08:28:00,2014-01-22 10:40:56,132.93333333333334
263,2015-01-27 08:22:32,2015-01-27 10:35:28,132.93333333333334
2,2013-12-26 22:43:12,2013-12-27 00:56:08,132.93333333333334
371,2015-07-01 06:09:04,2015-07-01 08:22:00,132.93333333333334
33,2014-04-03 07:39:44,2014-04-03 09:52:40,132.93333333333334
59,2014-05-19 15:33:20,2014-05-19 17:46:16,132.93333333333334
313,2015-03-29 10:37:52,2015-03-29 12:50:56,133.06666666666666
259,2015-01-22 08:46:00,2015-01-22 10:59:04,133.06666666666666
61,2014-05-21 07:20:56,2014-05-21 09:34:00,133.06666666666666
52,2014-05-11 10:10:08,2014-05-11 12:23:12,133.06666666666666
186,2014-10-20 23:19:52,2014-10-21 01:32:56,133.06666666666666
197,2014-11-06 20:08:32,2014-11-06 22:21:44,133.2
159,2014-09-18 07:08:32,2014-09-18 09:21:44,133.2
351,2015-05-31 13:14:32,2015-05-31 15:27:52,133.33333333333334
75,2014-06-04 21:32:08,2014-06-04 23:45:28,133.33333333333334
251,2015-01-12 08:00:00,2015-01-12 10:13:20,133.33333333333334
145,2014-09-03 06:46:08,2014-09-03 08:59:28,133.33333333333334
169,2014-09-28 07:16:08,2014-09-28 09:29:28,133.33333333333334
92,2014-06-26 07:05:52,2014-06-26 09:19:12,133.33333333333334
20,2014-01-14 06:48:16,2014-01-14 09:01:36,133.33333333333334
13,2014-01-06 00:14:48,2014-01-06 02:28:08,133.33333333333334
323,2015-04-17 18:21:44,2015-04-17 20:35:12,133.46666666666667
334,2015-05-01 08:52:48,2015-05-01 11:06:16,133.46666666666667
98,2014-07-05 18:59:04,2014-07-05 21:12:32,133.46666666666667
367,2015-06-25 08:55:04,2015-06-25 11:08:32,133.46666666666667
298,2015-03-09 18:58:16,2015-03-09 21:11:44,133.46666666666667
269,2015-02-02 19:09:44,2015-02-02 21:23:12,133.46666666666667
69,2014-05-29 13:24:56,2014-05-29 15:38:32,133.6
267,2015-02-01 08:17:28,2015-02-01 10:31:04,133.6
265,2015-01-29 18:14:48,2015-01-29 20:28:32,133.73333333333332
147,2014-09-06 14:58:32,2014-09-06 17:12:16,133.73333333333332
273,2015-02-07 18:35:28,2015-02-07 20:49:12,133.73333333333332
88,2014-06-20 18:40:40,2014-06-20 20:54:32,133.86666666666667
365,2015-06-23 08:31:20,2015-06-23 10:45:12,133.86666666666667
296,2015-03-08 10:45:04,2015-03-08 12:58:56,133.86666666666667
224,2014-12-13 07:44:40,2014-12-13 09:58:32,133.86666666666667
140,2014-08-25 06:47:04,2014-08-25 09:00:56,133.86666666666667
136,2014-08-09 08:27:52,2014-08-09 10:41:44,133.86666666666667
71,2014-05-31 18:06:40,2014-05-31 20:20:32,133.86666666666667
201,2014-11-14 18:39:52,2014-11-14 20:53:52,134.0
53,2014-05-12 06:17:04,2014-05-12 08:31:04,134.0
63,2014-05-24 06:06:48,2014-05-24 08:20:48,134.0
238,2014-12-26 19:08:16,2014-12-26 21:22:16,134.0
357,2015-06-06 10:35:44,2015-06-06 12:49:44,134.0
39,2014-04-06 16:56:56,2014-04-06 19:10:56,134.0
369,2015-06-27 19:14:08,2015-06-27 21:28:08,134.0
70,2014-05-31 06:01:52,2014-05-31 08:16:00,134.13333333333333
49,2014-05-06 21:40:40,2014-05-06 23:54:56,134.26666666666668
167,2014-09-25 19:12:16,2014-09-25 21:26:32,134.26666666666668
162,2014-09-20 18:34:40,2014-09-20 20:48:56,134.26666666666668
318,2015-04-11 09:16:16,2015-04-11 11:30:32,134.26666666666668
32,2014-04-01 21:24:16,2014-04-01 23:38:40,134.4
30,2014-03-12 22:57:12,2014-03-13 01:11:36,134.4
192,2014-11-01 18:05:52,2014-11-01 20:20:16,134.4
55,2014-05-14 22:14:40,2014-05-15 00:29:04,134.4
182,2014-10-15 22:10:16,2014-10-16 00:24:40,134.4
249,2015-01-10 18:14:08,2015-01-10 20:28:40,134.53333333333333
346,2015-05-25 18:31:28,2015-05-25 20:46:00,134.53333333333333
322,2015-04-16 08:40:24,2015-04-16 10:54:56,134.53333333333333
212,2014-11-26 23:38:32,2014-11-27 01:53:04,134.53333333333333
174,2014-10-05 08:25:20,2014-10-05 10:39:52,134.53333333333333
276,2015-02-10 23:04:32,2015-02-11 01:19:12,134.66666666666666
0,2013-12-19 08:23:20,2013-12-19 10:38:00,134.66666666666666
196,2014-11-04 18:47:20,2014-11-04 21:02:00,134.66666666666666
84,2014-06-15 16:55:28,2014-06-15 19:10:08,134.66666666666666
65,2014-05-25 09:51:36,2014-05-25 12:06:16,134.66666666666666
373,2015-07-04 07:10:24,2015-07-04 09:25:12,134.8
9,2014-01-01 16:56:48,2014-01-01 19:11:36,134.8
340,2015-05-09 09:04:56,2015-05-09 11:19:44,134.8
204,2014-11-18 08:38:56,2014-11-18 10:53:44,134.8
308,2015-03-20 06:25:36,2015-03-20 08:40:32,134.93333333333334
10,2014-01-01 20:17:28,2014-01-01 22:32:24,134.93333333333334
257,2015-01-19 20:27:20,2015-01-19 22:42:16,134.93333333333334
288,2015-02-28 07:33:28,2015-02-28 09:48:24,134.93333333333334
336,2015-05-03 07:30:32,2015-05-03 09:45:28,134.93333333333334
343,2015-05-22 06:29:52,2015-05-22 08:44:48,134.93333333333334
302,2015-03-13 07:02:56,2015-03-13 09:17:52,134.93333333333334
227,2014-12-15 22:57:20,2014-12-16 01:12:16,134.93333333333334
314,2015-03-30 09:28:32,2015-03-30 11:43:36,135.06666666666666
67,2014-05-27 05:56:08,2014-05-27 08:11:12,135.06666666666666
57,2014-05-17 18:18:40,2014-05-17 20:33:44,135.06666666666666
191,2014-10-30 22:10:00,2014-10-31 00:25:04,135.06666666666666
176,2014-10-06 18:06:32,2014-10-06 20:21:36,135.06666666666666
316,2015-04-01 22:45:04,2015-04-02 01:00:08,135.06666666666666
210,2014-11-24 07:49:52,2014-11-24 10:04:56,135.06666666666666
184,2014-10-18 12:17:12,2014-10-18 14:32:24,135.2
200,2014-11-12 17:15:36,2014-11-12 19:30:48,135.2
208,2014-11-23 13:01:28,2014-11-23 15:16:40,135.2
338,2015-05-06 21:37:52,2015-05-06 23:53:04,135.2
287,2015-02-25 22:34:00,2015-02-26 00:49:12,135.2
36,2014-04-05 16:33:28,2014-04-05 18:48:40,135.2
350,2015-05-30 08:53:20,2015-05-30 11:08:32,135.2
219,2014-12-06 09:00:48,2014-12-06 11:16:08,135.33333333333334
22,2014-01-18 07:59:04,2014-01-18 10:14:24,135.33333333333334
198,2014-11-08 09:41:20,2014-11-08 11:56:40,135.33333333333334
19,2014-01-12 22:26:00,2014-01-13 00:41:20,135.33333333333334
330,2015-04-27 18:47:44,2015-04-27 21:03:04,135.33333333333334
51,2014-05-10 05:55:52,2014-05-10 08:11:12,135.33333333333334
348,2015-05-28 06:51:12,2015-05-28 09:06:32,135.33333333333334
223,2014-12-10 23:10:56,2014-12-11 01:26:24,135.46666666666667
25,2014-01-23 09:01:28,2014-01-23 11:16:56,135.46666666666667
320,2015-04-12 20:36:32,2015-04-12 22:52:00,135.46666666666667
221,2014-12-07 21:22:48,2014-12-07 23:38:24,135.6
304,2015-03-15 07:59:36,2015-03-15 10:15:12,135.6
250,2015-01-11 09:32:48,2015-01-11 11:48:24,135.6
236,2014-12-26 08:40:32,2014-12-26 10:56:08,135.6
363,2015-06-21 07:30:24,2015-06-21 09:46:08,135.73333333333332
234,2014-12-25 17:34:56,2014-12-25 19:50:40,135.73333333333332
43,2014-04-11 07:31:04,2014-04-11 09:46:48,135.73333333333332
303,2015-03-14 08:59:04,2015-03-14 11:14:48,135.73333333333332
47,2014-05-04 15:23:04,2014-05-04 17:38:48,135.73333333333332
328,2015-04-24 08:05:20,2015-04-24 10:21:04,135.73333333333332
268,2015-02-01 19:42:56,2015-02-01 21:58:40,135.73333333333332
37,2014-04-06 08:45:04,2014-04-06 11:00:56,135.86666666666667
324,2015-04-19 11:12:08,2015-04-19 13:28:08,136.0
206,2014-11-21 21:28:00,2014-11-21 23:44:00,136.0
188,2014-10-25 07:13:12,2014-10-25 09:29:12,136.0
280,2015-02-15 07:39:04,2015-02-15 09:55:04,136.0
307,2015-03-18 22:38:32,2015-03-19 00:54:40,136.13333333333333
215,2014-11-30 09:41:04,2014-11-30 11:57:12,136.13333333333333
40,2014-04-08 06:02:48,2014-04-08 08:18:56,136.13333333333333
244,2015-01-03 08:10:56,2015-01-03 10:27:12,136.26666666666668
240,2014-12-29 08:44:16,2014-12-29 11:00:32,136.26666666666668
285,2015-02-20 20:57:44,2015-02-20 23:14:00,136.26666666666668
352,2015-05-31 18:22:24,2015-05-31 20:38:40,136.26666666666668
28,2014-03-11 06:32:40,2014-03-11 08:48:56,136.26666666666668
225,2014-12-14 08:36:56,2014-12-14 10:53:12,136.26666666666668
258,2015-01-20 22:39:12,2015-01-21 00:55:44,136.53333333333333
252,2015-01-13 22:45:20,2015-01-14 01:01:52,136.53333333333333
305,2015-03-16 08:51:44,2015-03-16 11:08:24,136.66666666666666
242,2014-12-31 19:46:00,2014-12-31 22:02:40,136.66666666666666
289,2015-02-28 18:17:36,2015-02-28 20:34:24,136.8
293,2015-03-04 20:08:48,2015-03-04 22:25:36,136.8
217,2014-12-03 06:48:32,2014-12-03 09:05:20,136.8
266,2015-01-31 07:46:24,2015-01-31 10:03:12,136.8
332,2015-04-29 19:20:56,2015-04-29 21:37:52,136.93333333333334
248,2015-01-08 18:57:04,2015-01-08 21:14:00,136.93333333333334
232,2014-12-24 20:34:08,2014-12-24 22:51:04,136.93333333333334
12,2014-01-03 22:10:00,2014-01-04 00:26:56,136.93333333333334
246,2015-01-05 17:52:32,2015-01-05 20:09:36,137.06666666666666
301,2015-03-11 17:38:16,2015-03-11 19:55:20,137.06666666666666
295,2015-03-07 11:26:40,2015-03-07 13:43:44,137.06666666666666
178,2014-10-09 06:37:36,2014-10-09 08:54:48,137.2
326,2015-04-21 19:23:44,2015-04-21 21:41:04,137.33333333333334
270,2015-02-04 06:56:08,2015-02-04 09:13:36,137.46666666666667
312,2015-03-28 09:05:36,2015-03-28 11:23:04,137.46666666666667
261,2015-01-25 07:48:48,2015-01-25 10:06:16,137.46666666666667
262,2015-01-25 18:50:48,2015-01-25 21:08:24,137.6
264,2015-01-28 07:20:08,2015-01-28 09:37:44,137.6
21,2014-01-15 22:38:32,2014-01-16 00:56:08,137.6
26,2014-03-08 08:04:48,2014-03-08 10:22:24,137.6
256,2015-01-18 11:48:56,2015-01-18 14:06:40,137.73333333333332
272,2015-02-06 23:13:04,2015-02-07 01:31:04,138.0
254,2015-01-16 20:50:56,2015-01-16 23:08:56,138.0
1,2013-12-25 09:55:44,2013-12-25 12:13:52,138.13333333333333
41,2014-04-09 06:37:44,2014-04-09 08:56:00,138.26666666666668
278,2015-02-13 20:40:08,2015-02-13 22:58:48,138.66666666666666
230,2014-12-21 09:35:36,2014-12-21 11:54:16,138.66666666666666
310,2015-03-26 06:20:56,2015-03-26 08:39:44,138.8
291,2015-03-02 08:51:36,2015-03-02 11:10:24,138.8
23,2014-01-21 07:00:08,2014-01-21 09:18:56,138.8
309,2015-03-21 08:37:12,2015-03-21 10:56:08,138.93333333333334
3,2013-12-27 10:59:44,2013-12-27 13:18:40,138.93333333333334
282,2015-02-18 06:35:52,2015-02-18 08:54:56,139.06666666666666
277,2015-02-12 08:02:32,2015-02-12 10:21:44,139.2
17,2014-01-11 08:26:16,2014-01-11 10:45:36,139.33333333333334
274,2015-02-08 15:22:16,2015-02-08 17:41:44,139.46666666666667
8,2013-12-31 11:33:12,2013-12-31 13:52:56,139.73333333333332
260,2015-01-23 20:27:36,2015-01-23 22:48:56,141.33333333333334
5,2013-12-29 13:58:16,2013-12-29 16:20:40,142.4
325,2015-04-19 22:35:04,2015-04-20 01:02:00,146.93333333333334
358,2015-06-07 10:18:08,2015-06-07 12:49:20,151.2
34,2014-04-04 21:56:08,2014-04-05 00:29:52,153.73333333333332
161,2014-09-20 08:18:08,2014-09-20 10:52:16,154.13333333333333
103,2014-07-09 17:05:12,2014-07-09 19:39:28,154.26666666666668
211,2014-11-25 16:33:20,2014-11-25 19:10:00,156.66666666666666
345,2015-05-24 16:16:48,2015-05-24 18:53:28,156.66666666666666
214,2014-11-29 09:43:12,2014-11-29 12:22:48,159.6
164,2014-09-22 07:27:36,2014-09-22 11:24:32,236.93333333333334
