,activity_start,activity_end,duration_in_minutes
49,2015-04-23 02:01:44,2015-04-23 02:04:56,3.2
37,2015-04-13 19:23:36,2015-04-13 19:27:28,3.8666666666666667
41,2015-04-18 16:59:52,2015-04-18 17:04:00,4.133333333333334
50,2015-04-23 03:20:24,2015-04-23 03:24:56,4.533333333333333
23,2014-12-31 13:57:28,2014-12-31 14:02:16,4.8
52,2015-04-23 05:18:00,2015-04-23 05:23:04,5.066666666666666
42,2015-04-18 18:37:04,2015-04-18 18:42:24,5.333333333333333
18,2014-11-26 21:24:24,2014-11-26 21:30:48,6.4
29,2015-02-04 06:43:04,2015-02-04 06:50:40,7.6
51,2015-04-23 04:22:08,2015-04-23 04:30:00,7.866666666666666
16,2014-11-14 18:49:52,2014-11-14 18:57:52,8.0
44,2015-04-19 11:03:52,2015-04-19 11:12:48,8.933333333333334
22,2014-12-31 13:26:00,2014-12-31 13:35:36,9.6
45,2015-04-19 11:58:40,2015-04-19 12:08:24,9.733333333333333
55,2015-04-27 01:00:00,2015-04-27 01:10:08,10.133333333333333
53,2015-04-23 09:25:44,2015-04-23 09:35:52,10.133333333333333
39,2015-04-18 03:10:56,2015-04-18 03:23:36,12.666666666666666
57,2015-04-27 18:44:00,2015-04-27 18:57:44,13.733333333333333
47,2015-04-19 13:59:20,2015-04-19 14:14:16,14.933333333333334
46,2015-04-19 13:30:16,2015-04-19 13:48:08,17.866666666666667
43,2015-04-19 10:15:28,2015-04-19 10:41:28,26.0
56,2015-04-27 16:22:32,2015-04-27 16:51:04,28.533333333333335
27,2015-01-27 19:02:16,2015-01-27 19:36:40,34.4
11,2014-10-07 16:25:12,2014-10-07 17:00:24,35.2
48,2015-04-19 15:00:00,2015-04-19 15:44:24,44.4
40,2015-04-18 04:35:12,2015-04-18 05:39:12,64.0
7,2014-07-28 10:23:28,2014-07-28 11:43:52,80.4
2,2014-06-15 13:35:12,2014-06-15 14:56:00,80.8
6,2014-07-26 15:50:40,2014-07-26 17:13:28,82.8
3,2014-06-22 22:30:16,2014-06-22 23:53:12,82.93333333333334
1,2014-06-13 14:56:40,2014-06-13 16:20:16,83.6
8,2014-08-20 05:29:04,2014-08-20 06:53:52,84.8
9,2014-09-11 10:53:36,2014-09-11 12:18:32,84.93333333333334
4,2014-07-01 07:56:48,2014-07-01 09:22:16,85.46666666666667
5,2014-07-09 11:10:56,2014-07-09 12:36:32,85.6
10,2014-10-02 12:05:28,2014-10-02 13:32:08,86.66666666666667
0,2014-06-05 08:45:12,2014-06-05 10:11:52,86.66666666666667
60,2015-05-26 10:59:36,2015-05-26 12:30:56,91.33333333333333
58,2015-05-01 11:08:32,2015-05-01 12:40:00,91.46666666666667
12,2014-10-14 22:59:52,2014-10-15 00:31:28,91.6
62,2015-06-18 09:36:00,2015-06-18 11:08:24,92.4
36,2015-04-09 16:54:40,2015-04-09 18:28:00,93.33333333333333
15,2014-11-12 12:01:36,2014-11-12 13:35:36,94.0
59,2015-05-23 11:28:08,2015-05-23 13:03:52,95.73333333333333
20,2014-12-08 10:14:08,2014-12-08 11:49:52,95.73333333333333
14,2014-10-31 09:51:44,2014-10-31 11:27:36,95.86666666666666
54,2015-04-26 16:43:44,2015-04-26 18:20:40,96.93333333333334
33,2015-02-25 11:11:20,2015-02-25 12:48:24,97.06666666666666
25,2015-01-06 23:56:48,2015-01-07 01:34:00,97.2
13,2014-10-21 12:37:20,2014-10-21 14:15:12,97.86666666666666
32,2015-02-17 13:32:08,2015-02-17 15:10:32,98.4
19,2014-11-28 09:46:40,2014-11-28 11:25:04,98.4
35,2015-03-13 10:38:24,2015-03-13 12:16:56,98.53333333333333
24,2015-01-01 17:23:20,2015-01-01 19:02:08,98.8
30,2015-02-09 18:14:16,2015-02-09 19:53:52,99.6
38,2015-04-16 12:36:08,2015-04-16 14:16:16,100.13333333333334
21,2014-12-22 01:08:40,2014-12-22 02:48:56,100.26666666666667
17,2014-11-20 15:44:24,2014-11-20 17:25:36,101.2
61,2015-06-03 10:58:56,2015-06-03 12:40:08,101.2
28,2015-02-02 12:35:28,2015-02-02 14:17:28,102.0
31,2015-02-14 23:06:24,2015-02-15 00:48:32,102.13333333333334
34,2015-03-03 14:38:24,2015-03-03 16:21:52,103.46666666666667
26,2015-01-20 14:57:36,2015-01-20 16:41:36,104.0
